Book_ID	Filename	Language	Title
94	McBride.tex	Kansa	Reconstructing post-verbal negation in  Kansa :  A  pedagogical problem
94	Rood.tex	Lakota	The phonology of  Lakota  voiced stops
94	Rosen.tex	Ho-Chunk	On the structure and constituency of  Hocąk  resultatives
94	Rudin.tex	Omaha-Ponca	Coordination and related constructions in  Omaha-Ponca  and in  Siouan  languages
96	blasi.tex		Beyond binary dependencies in language structure
96	christensen.tex		Language intertwined across multiple timescales:  Processing , acquisition and evolution
96	collins.tex		Real and spurious correlations involving tonal languages
96	cristofaro.tex		Implicational universals and dependencies
96	culbertson.tex		New approaches to Greenbergian word order dependencies
96	dediu.tex		From biology to language change and diversity
96	dingemanse.tex		On the margins of language: Ideophones, interjections and dependencies in linguistic theory
96	enfield.tex		Dependencies in language
96	feddencorbett.tex		Understanding intra-system dependencies: Classifiers in Lao
96	foley.tex		Structural and semantic dependencies in word class
96	hyman.tex		What (else) depends on phonology?
96	lieven.tex		Is language development dependent on early communicative development?
96	rice.tex		Dependencies in phonology: hierarchies and variation
96	rumsey.tex		Dependency and relative determination in language acquisition: The case of  Ku Waru
96	sandler.tex		What comes first in language emergence?
102	carl.tex		Inside the monitor model: processes of default and challenged translation production
102	introduction.tex		Introduction
102	korzen.tex		Text structure in a contrastive and translational perspective: On information density and clause linkage in Italian and Danish
102	kremer.tex		Statistical machine translation support         improves human adjective translation
102	steiner.tex		Methodological cross-fertilization: Empirical methodologies in (computational) linguistics and translation studies
102	thunes.tex		An analysis of translational complexity in two text types
102	zinsmeister.tex		Abstract pronominal anaphors and label nouns in German and English: Selected case studies and quantitative investigations
103	alves.tex		On drafting and revision in translation: A corpus linguistics oriented analysis of translation process data
103	czulo.tex		Empty links and crossing lines: Querying multi-layer annotation and alignment in parallel corpora
103	fantinuoli.tex		Computerlinguistik in der Dolmetschpraxis unter besonderer Berücksichtigung der Korpusanalyse
103	introduction.tex		Introduction
103	vintarfiser.tex		Enriching Slovene wordnet with domain-specific terms
103	volkmarensamuelson.tex		Building and querying parallel treebanks
106	delucascheel.tex		Disambiguate yourself:  S upporting users in searching documents with query disambiguation suggestions
106	dumavertan.tex		Integration of machine translation in on-line multilingual applications: Domain adaptation
106	leturia.tex		The BerbaTek project for Basque: Promoting a less-resourced language via language technology for translation, content management and learning
106	matuscheketal.tex		Multilingual knowledge in aligned Wiktionary and OmegaWiki for translation applications
106	rehm.tex		The META-NET strategic research agenda for language technology   in Europe:  A n extended summary
106	rehmetal.tex		Editorial
106	reinke.tex		State of the art in Translation Memory Technology
106	sasaki.tex		Metadata for the multilingual web
106	siegel.tex		Authoring support for controlled language and machine translation: A report from practice
106	stein.tex		Machine translation: Past, present and future
107	01-rysova-magda.tex		Discourse connectives: From historical origin to present-day development
107	02-rysova-katerina.tex		Possibilities of text coherence analysis in the Prague Dependency Treebank
107	03-koen-new.tex		Applying computer-assisted coreferential analysis to a study of 
107	04-andreymaria-new.tex		Testing target text fluency: A machine learning approach to detecting syntactic translationese in English-Russian translation
107	05-katja-new.tex		Cohesion and translation variation:
107	08-karinsmith-new.tex		Examining lexical coherence in a multilingual setting
107	intro-new.tex		Cohesion and coherence in multilingual contexts
108	fox2.tex		Integrated titles:  A n improved viewing experience?
108	intro.tex		Eyetracking and Applied Linguistics
108	lang2.tex		Subtitles vs. narration:  T he acquisition of information from visual-verbal and audio-verbal channels when watching a television documentary
108	nitzke2.tex		Monolingual post-editing:  A n exploratory study on research behaviour and target text quality
108	ohagan_sasamoto2.tex		Crazy  Japanese  subtitles?  S hedding light on the impact of impact captions with a focus on research methodology
108	roesener2.tex		Eye tracking and beyond: The dos and don'ts of creating a contemporary usability lab
108	wolfer2.tex		The impact of nominalisations on the reading process:  A  case-study using the  Freiburg Legalese Reading Corpus
115	alexiadou.tex		The role of locatives in (partial) pro-drop languages
115	algryani.tex		Ellipsis in Arabic fragment answers
115	anagnostopoulou.tex		Defective intervention effects in two Greek varieties and their implications for φ-incorporation as Agree
115	bondi.tex		Puzzling parasynthetic compounds in Norwegian
115	egerland.tex		First Person Readings of MAN: On semantic and pragmatic restrictions on an impersonal pronoun
115	engdahl.tex		Expletive passives in Scandinavian -- with and without objects
115	fassi.tex		New roles for Gender: Evidence from Arabic, Semitic, Berber, and Romance
115	grecoetal.tex		Expletives and speaker-related meaning
115	intro.tex		Introduction: Order and structure in syntax
115	krzek.tex		The null subject parameter meets the Polish impersonal -NO/-TO construction
115	lee.tex		Anaphoric object drop in Chinese
115	mukai.tex		Semantic characteristics of recursive compounds
115	sigurdsson.tex		Who are we -- and who is I? About Person and SELF
115	taraldsen.tex		Places
115	thrainsson.tex	Faroese	On the softness of parameters: An experiment on Faroese
115	vanderwal.tex		Flexibility in symmetry: An implicational relation in Bantu double object constructions
115	wurmbrand.tex	Icelandic	Icelandic  as a partial null subject language:  E vidence from fake indexicals
120	agyekum.tex		Linguistic imperialism and language decolonisation in Africa through documentation and preservation
120	alerechi.tex	Ikwere	Consonant substitution in child language (Ikwere)
120	ba.tex	Pulaar	Factive relative clauses in Pulaar
120	baier.tex	Seereer	Object suffixes as incorporated pronouns in Seereer
120	bochnak.tex	Luganda	Two-place  exceed  comparatives in Luganda
120	bochnak_klecha.tex	Luganda	Temporal remoteness and vagueness in past time reference in Luganda
120	caesar.tex		A morphosyntactic analysis of adjectives in two Kwa languages: Ga and Dangme
120	duncan.tex	Ibibio	Searching high and low for focus in Ibibio
120	gelles.tex		Dictionary Day: A community-driven approach to dictionary compilation
120	halpert.tex		More on  have  and  need
120	hangtan.tex	Tiefo	Language endangerment in Southwestern Burkina: A tale of two Tiefos
120	kabasele.tex		Structural transfer in third language acquisition: The case of Lingala-French speakers acquiring English
120	kloehn.tex	Swahili	Towards a unified theory of morphological productivity in the Bantu languages: A corpus analysis of nominalization patterns in Swahili
120	koffi.tex	Anyi	The acoustic vowel space of Anyi in light of the cardinal vowel system and the Dispersion Focalization Theory
120	landmann.tex	Kuria	Focus marking in Kuria
120	mwamzandi.tex	Swahili	A corpus study of the Swahili demonstrative position
120	ofori.tex		Inter-party insults in political discourse in Ghana: A critical discourse analysis
120	paster.tex	Maay	Gender instability in Maay
120	sande.tex		Classification of Guébie within Kru
120	tappe.tex		What about Southern African story grammar? Promoting language specific macrostructures in educational settings
120	wasike.tex	Lubukusu	Adjectives in Lubukusu
120	winchester.tex	Egyptian Arabic	Egyptian Arabic broken plurals in DATR
120	wolfe.tex	Beria	Optional ergativity and information structure in Beria
120	zemelak.tex		How multilingual policies can fail: Language politics among Ethiopian political parties
121	AhlandC.tex	Daats'iin	Daatsʼíin, a newly identified undocumented language of western Ethiopia: A preliminary examination
121	AhlandM.tex	Northern Mao	The development of finite verbs from nominalized structures in Northern Mao
121	Anderson.tex		STAMP morphs in the Macro-Sudan Belt
121	Burkholder.tex	Ndebele	The syntactic structure of negation in Ndebele
121	Cahill.tex	Konni	Intonation and emotions in Kɔnni: A preliminary study
121	GlewweAly.tex	Logoori	Coronal palatalization in Logoori
121	GluckmanBowler.tex	Luragooli	The anticausative alternation in Luragooli
121	Ihemere.tex		Igbo-English intrasentential codeswitching and the Matrix Language Frame model
121	Jerro.tex		The locative applicative and the semantics of verb class in Kinyarwanda
121	Kawasha.tex	Kinyarwanda	Remote past and phonological processes in Kaonde
121	Keupdjio.tex	Bamileke Medumba	Number stacking and the semantics of associative plurals in Bamileke Medumba
121	Korsah.tex	Akan	Beyond resumptives and expletives in  A kan
121	Landman.tex	Logoori	Quantification in Logoori
121	McPherson.tex	Seenku	Tone features revisited: Evidence from Seenku
121	Moodie.tex	Lopit	Number marking in Lopit, an Eastern Nilotic language
121	MuakaMichieka.tex		Humor in Kenyan comedy
121	NgonyaniNgowa.tex	Swahili	The productivity of the reversive extension in Standard Swahili
121	NgunaEtAl.tex		Differential object marking in Mozambican languages
121	Nicolle.tex		Variation in the expression of information structure in eastern  Bantu  languages
121	Nilsson.tex		Somali gender polarity revisited
121	Osam.tex	Akan	Valency changing processes in  Akan
121	Pacchiarotti.tex		The syntactic status of objects in Mooré ditransitive constructions
121	RolleKari.tex	Degema	Degema clitics and serial verb constructions at the syntax/phonology interface
121	SafirSelvanathan.tex		Niger-Congo transitive reciprocal constructions and polysemy with reflexives
121	Sarvasy.tex	Logoori	The future in Logoori oral texts
121	Schwarz.tex	Buli	All-in-one and one-for-all: Thetic structures in Buli grammar and discourse
121	Sibanda.tex	Ndebele	The Ndebele applicative construction
121	Teo.tex		The coding of identifiability in Mooré
121	vanderWalNamyalo.tex	Luganda	The interaction of two focus marking strategies in Luganda
132	baraldi-gavioli.tex		On the achievement of question-answer sequences in interpreter-mediated interactions in healthcare: Some notes on coordination as mediation
132	bisiada.tex		Universals of editing and translation
132	bodzer-lazaro.tex		Making the impossible possible, or how to research in specific settings in public service interpreting
132	carl-schaeffer.tex		Sketch of a Noisy Channel Model for the translation process
132	couto-vale.tex		What does a translator do when not writing?
132	czulo.tex		Aspects of a primacy of frame model of translation
132	gieshoff.tex		Audiovisual speech decreases the number of cognate translations in simultaneous interpreting
132	hansenschirraetal.tex		Predicting cognate translation
132	hietaranta.tex		Cognitive economy and mental worlds: Accounting for translation mistakes and other communication errors
132	kloster.tex		Comparing novices and semi-pro \- fes \- sion \- als: False friends as a case in point
132	oster.tex		The influence of self-monitoring on the translation of cognates
132	quinci.tex		``All I know is that I know nothing''? Empirical evidence of self-confidence and inexperience in novice vs. professional translators
132	rossetti-gaspari.tex		Modelling the analysis of translation memory use and post-editing of raw machine translation output: A pilot study of trainee translators' perceptions of difficulty and time effectiveness
132	schaeffer-carl.tex		Language processing and translation
132	serbinaetal.tex		Changes of word class during translation -- Insights from a combined analysis of corpus, keystroke logging and eye-tracking data
132	silva-pagano.tex		Cognitive effort and explicitation in translation tasks
132	sturm.tex		Metaminds: Using metarepresentation to model minds in translation
132	troqe-marchan.tex		News Translation: Text analysis, fieldwork, survey
137	ch3.tex	Tashlhiyt	Tashlhiyt, a Berber language
137	ch4.tex	Tashlhiyt	Word stress in Tashlhiyt
137	ch5.tex	Tashlhiyt	The intonation of questions and contrastive focus in Tashlhiyt
151	aronoff.tex		Darwinism tested by the science of language
151	batel.tex		Word-based Items-and-processes (WoBIP): Evidence from Hebrew morphology
151	blevins.tex		Between natural and unnatural phonology: The case of cluster-splitting epenthesis 
151	chung.tex		Another way around causatives in Chamorro
151	deChene.tex		Root-based syntax and Japanese derivational morphology
151	deo.tex		On mechanisms by which languages become  [ nominative- ] accusative
151	goldstein.tex		Temporal patterning in speech and birdsong
151	hale.tex		Preliminaries to the investigation of clitic sequencing in Greek and Indo-Iranian
151	hendrick.tex		OF as a phrasal affix in the English determiner system
151	horvathsiloni.tex		``Constructions'' and grammar: Evidence from idioms
151	hymanInkelas.tex	Lusoga	Multiple exponence in the Lusoga verb stem
151	kaisse.tex		The domain of stress assignment: Word-boundedness and frequent collocation
151	kavitskaya.tex		Compensatory lengthening and structure preservation revisited yet again
151	lepicpadden.tex		A-morphous iconicity
151	maiden.tex	Romansh	Romansh allomorphy (Again!)
151	napoli.tex		Iconicity chains in sign languages
151	newmeyer.tex		Where, if anywhere, are parameters? A critical historical overview of parametric theory
151	round.tex		Phonological exceptionality is localized to phonological elements: the argument from learnability and Yidiny word-final deletion
151	stump.tex		Rules and blocks
151	thrainsson.tex		U -umlaut in Icelandic and Faroese: Survival and death
151	timberlake.tex		Saussure's Dilemma: Parole and its potential
151	yang.tex		How to wake up irregular (and speechless)
152	creissels.tex		Copulas originating from the imperative of ‘see  look’ verbs in Mande languages
152	heine.tex		Back again to the future: How to account for directionality in grammatical change
152	helmbrecht.tex		On the grammaticalization of demonstratives in Hoocąk and other Siouan languages
152	hyman.tex		Multiple argument marking in Bantoid: From syntheticity to analyticity
152	jacques.tex	Japhug	The origin of comitative adverbs in Japhug
152	lehmann.tex	Yucatec Maya	Grammaticalization of tense  aspect  mood marking in Yucatec Maya
152	montaut.tex		Grammaticalization of participles and gerunds in Indo-Aryan: Preterite, future, infinitive
152	preface.tex		Preface
152	wiemerserzant.tex		Diachrony and typology of Slavic aspect: What does morphology tell us?
156	01-Intro.tex		Further insights into phrasal compounding
156	02-Icelandic-Bjarnadottir.tex	Icelandic	Phrasal compounds in Modern Icelandic with reference to Icelandic word formation in general
156	03-Polish-Szymanek.tex	Polish	Compounding in Polish and the absence of phrasal compounding
156	04-Bulgarian-Bagasheva.tex	Bulgarian	On a subclass of nominal compounds in Bulgarian: The nature of
156	05-German-Hein.tex	German	Modeling the properties of German phrasal compounds within a
156	06-Japanese-Nishiyama.tex	Japanese	Phrasal compounds in Japanese
156	07-Pharasiot-Greek-Bagriaciketal.tex	Pharasiot Greek	Copying compound structures: The case of Pharasiot Greek
156	08-Comparison-Pafel.tex		Phrasal compounds and the morphology-syntax relation
157	07elevation.tex		Elevation in the spatial deictic systems of Alor-Pantar languages
157	08arithmetic.tex		Numeral words and arithmetic operations in the Alor-Pantar languages
157	09plural.tex		Plural number words in the Alor-Pantar languages
157	10participant.tex		Participant marking: Corpus study and video elicitation
157	preface.tex		Preface and acknowledgements
157	prefaceSecond.tex		Preface to the second edition
159	biberauer.tex		Probing the nature of the Final-over-Final Condition: The perspective from adpositions
159	djarv.tex		Assertion and factivity: Towards explaining restrictions on embedded V2 in Scandinavian
159	emonds.tex		Theoretical limits on borrowing through contact; not everything goes
159	erteschik.tex		Scandinavian object shift is phonology
159	haddican.tex	Basque	Repairing Final-Over-Final Condition violations: Evidence from Basque verb clusters
159	intro.tex		Introduction: Order and structure in syntax
159	julien.tex	North Saami	Head-initial postpositional phrases in North Sámi
159	kayne.tex		A note on some even more unusual relative clauses
159	nikanne.tex	Finnish	Finite sentences in Finnish: Word order, morphology, and information structure
159	platzack.tex	Swedish	Swedish wh-root-infinitives
159	poole.tex	Old Spanish	Feature inheritance in Old Spanish: (re)visiting V2
159	richards.tex		Nuclear stress and the life cycle of operators
159	rizzi.tex		Uniqueness of left peripheral focus, “further explanation”, and Int.
159	sulaiman.tex	Syrian Arabic	Verb second not verb second in Syrian Arabic
159	tsoulas.tex		The common syntax of deixis and affirmation
159	vikner.tex		V2 and cP/CP
159	wiltschko.tex		Response particles beyond answering
159	woolford.tex		Mainland Scandinavian object shift and the puzzling ergative pattern in Aleut
159	zwart.tex		An argument against the syntactic nature of verb movement
160	almeida.tex		Bilinguismo
160	correanp.tex		Primeiros passos na aquisição da sintaxe: o sintagma nominal
160	correapassiva.tex		Passivas
160	costa.tex		Pronomes, clíticos e objetos nulos: dados de produção e compreensão
160	costacostagoncalves.tex		Consciência linguística: aspetos sintáticos
160	freitas.tex		Aquisição da fonologia em língua materna: a sílaba
160	frota.tex		Questões de perceção em língua materna
160	goncalves.tex		Algumas questões gerais sobre desenvolvimento de consciência linguística
160	lobo.tex		Interrogativas, relativas e clivadas
160	lousada.tex		Avaliação linguística em contextos de desenvolvimento típico e atípico: aspetos fonéticos e fonológicos
160	madeira.tex		Aquisição de língua não materna
160	martins.tex		Avaliação linguística em contextos de desenvolvimento típico e atípico: aspetos sintáticos
160	matzenauer.tex		Aquisição da fonologia em língua materna: os segmentos
160	miranda.tex		Consciência linguística: aspetos fonológicos
160	santana.tex		Aquisição da fonologia em língua materna: acento e
160	santoscompletivas.tex		Alguns aspetos da aquisição de orações subordinadas completivas
160	santoslopes.tex		Primeiros passos na aquisição da sintaxe: direcionalidade, movimento do verbo e flexão
160	simsim.tex		Aquisição da linguagem: Um olhar retrospetivo sobre o percurso do conhecimento
160	viana.tex		Instrumentos de avaliação da linguagem: uma perspetiva global
165	AmiotTribout.tex		Nom et/ou adjectif ? Quelle catégorie d'output pour les suffixés en  -iste  ? Nom et/ou adjectif ? Quelle catégorie d'output pour les suffixés en  -iste  ?
165	Aronoff.tex		Morphology and words: A memoir
165	BascianoMelloni.tex	Mandarin	Reduplication across boundaries: The case of Mandarin
165	BonamiCrysmann.tex		Lexeme and flexeme in a formal theory of grammar
165	Boye.tex		Lexemes, categories and paradigms: What about cardinals?
165	CruzStump.tex	Chatino	The morphology of essence predicates in Chatino
165	Dal.tex		Les adverbes en  -ment  du français~: Lexèmes ou formes d'adjectifs~? Les adverbes en  -ment  du français~: Lexèmes ou formes d'adjectifs~?
165	Enger.tex		Why traces of the feminine survive where they do, in Oslo and Istria: How to circumvent some ``troubles with lexemes''
165	Giraudo.tex		Much ado about morphemes
165	HathoutNamer.tex		La parasynthèse à travers les modèles~: Des RCL au  ParaDis La parasynthèse à travers les modèles~: Des RCL au  ParaDis
165	Kihm.tex	Haitian Creole	The Haitian Creole copula and types of predication: A Word-and-Pattern account
165	Montermini.tex		Les affixes dérivationnels ont-ils des allomorphes~? Pour une modélisation de la variation des exposants dans une morphologie à contraintes
165	PlagAndreouKawaletz.tex		A frame-semantic approach to polysemy in affixation
165	Rainer.tex		Word formation and word history: \\  The case of 
165	Schwarze.tex		Word formation in LFG-based layered morphology and two-level semantics
165	Spencer.tex		On lexical entries and lexical representations
165	Stichauer.tex		Some remarks on clipping of deverbal nouns in French and Italian
165	Strnadova.tex		Lexeme equivalence or rivalry of lexemes?
165	Thornton.tex		Troubles with flexemes
165	VilloingDeglas-180113.tex		Des lexèmes à forme unique: comment le créole réanalyse les dérivations
165	VilloingDeglas.tex		Des lexèmes à forme unique~: comment le créole réanalyse les dérivations du français
165	preface.tex		Introduction
167	01.tex		Hakai Darija
167	02.tex		Mahsa kho'ako'topori 
167	03.tex		Change title in chapters/03.tex
167	alkana.tex	Aikanã	Aikanã
167	hup.tex	Hup	Hup
167	intro.tex		Amazonian narrative verbal arts and typological gems
167	kaapor.tex	Ka'apor	Ka'apor
167	kalapalo.tex	Kalapalo	Kalapalo
167	kisedje.tex	Kĩsêdjê	Kĩsêdjê
167	kotiria.tex	Kotiria	Kotiria
167	kuikuro.tex	Kuikuro	Kuikuro
167	kwaza.tex	Kwaza	Kwaza
167	marubo.tex	Marubo	Marubo
167	mekens.tex	Sakurabiat	Sakurabiat
167	surui.tex	Suruí of Rondônia	Suruí of Rondônia
167	trumai.tex	Trumai	Trumai
173	01-wi.tex		Differential argument marking: Patterns of variation
173	01.tex		Change Title in chapters/01.tex
173	02-do.tex	Chichewa	Differential object marking in  C hichewa
173	03-kl.tex		The evolution of differential object marking in Alor-Pantar languages
173	04-me.tex		Spanish indexing DOM, topicality, and the case hierarchy
173	05-gr.tex	Egyptian Coptic	From suffix to prefix to interposition via Differential Object Marking in Egyptian-Coptic
173	06-en.tex	Lycopolitan Coptic	Verbal semantics and differential object marking in Lycopolitan Coptic
173	07-fr.tex		A diachronic perspective on differential object marking in pre-modern Japanese: Old Japanese and Early Middle Japanese
173	08-ga.tex	Spanish	Nominal and verbal parameters in the diachrony of differential object marking in Spanish
173	09-mc.tex		Emergence of optional accusative case marking in Khoe languages
173	10-mo.tex		The rise of differential object marking in Hindi and related languages
173	11-he.tex	Spanish	The diachronic development of Differential Object Marking in Spanish ditransitive constructions
173	12-wr.tex	Northern Samoyedic	Structural case and objective conjugation in Northern Samoyedic
173	13-te.tex	Sumi	Differential A and S marking in Sumi (Naga): Synchronic and diachronic considerations
173	14-ya.tex	Japanese	Differential subject marking and its demise in the history of Japanese
173	15-hu.tex	Finnish	The partitive A: On uses of the Finnish partitive subject in transitive clauses
173	16-ki.tex		Some like it transitive: Remarks on verbs of liking and the like in the Saami languages
173	17-le.tex		The emergence of differential case marking
173	18-sc.tex		Reassessing scale effects on differential case marking: Methodological, conceptual and theoretical issues in the quest for a universal
180	ament.tex		The acquisition of discourse markers in the English-medium instruction context
180	avello.tex		Assessing learners’ changes in foreign accent during Study Abroad
180	delrio.tex		Teachers’ assessment of perceived foreign accent and comprehensibility in adolescent EFL oral production in Study Abroad and Formal Instruction contexts: A mixed-method study
180	geoghegan.tex		International posture, motivation and identity in study abroad
180	intro.tex		Context effects in second language acquisition: formal instruction, study abroad and immersion classrooms
180	monje.tex		The second time around: The effect of formal instruction on VOT production upon return from study abroad
180	moratinos.tex		The effects of English-medium instruction in higher education on students' perceived level and self-confidence in ELF
180	pogorelova.tex		An exploration of life experiences during Study Abroad: A case study of bilingual students and their process of intercultural adaptation
180	sanchez.tex		Acculturation and pragmatic learning: International students in the United States
180	tejada.tex		Writing performance and time of exposure in EFL immersion learners: Analysing complexity, accuracy, and fluency
180	thomas.tex		Exploring the acquisition of countable and uncountable nouns in English-medium instruction and formal instruction contexts
181	03.tex		Change title in chapters/03.tex
181	biel.tex		Quality in institutional EU translation: Parameters, policies and practices
181	hanzl.tex		Quality assurance at the Council of the EU’s Translation Service
181	intro.tex		Quality aspects in institutional translation: Introduction
181	kozbial.tex		Two-tiered approach to quality assurance in legal translation  at the Court of Justice of the European Union
181	prefaceEd.tex		Change Title in chapters/prefaceEd.tex
181	prietoramos.tex		The evolving role of institutional translation service managers in quality assurance: Profiles and challenges
181	stefaniak.tex		Terminology work in the European Commission: Ensuring high-quality translation in a multilingual environment
181	strandvik.tex		Evaluation of outsourced translations. State of play in the European Commission's Directorate-General for Translation (DGT)
181	svoboda.tex		Translation manuals and style guides as quality assurance indicators:   The case of the European Commission’s Directorate-General for Translation
181	vandepitte.tex		Translation product quality:   A conceptual analysis
182	azzopardi.tex	Maltese Sign Language	Maltese Sign Language: Parallel interwoven journeys of the Deaf community and the researchers
182	camilleri.tex	Maltese	On raising and copy raising in Maltese
182	gale.tex	Maltese	Onset clusters, syllable structure and syllabification in Maltese
182	gatt.tex	Maltese	Borrowed affixes and morphological productivity: A case study of two Maltese nominalisations
182	grech.tex	Maltese English	Rhythm in Maltese English
182	intro.tex		Introduction
182	krug.tex	Maltese English	Language change in Maltese English: The influence of age and parental languages
182	lucas.tex	Maltese	Conditions on /t/-insertion in Maltese numeral phrases:  A  reassessment
182	paggio.tex	Maltese	Prosodic and gestural marking of  complement fronting in Maltese
182	puech.tex	Maltese	Loss of emphatic and guttural consonants: From medieval to contemporary Maltese
182	schembri.tex	Maltese English	On the characterisation of Maltese English:
183	buc.tex	Conchucos Quechua	The realizational coefficient: Devising a method for empirically determining prominent positions in Conchucos Quechua
183	gar2.tex		Using large corpora and computational tools to describe prosody: An exciting challenge for the future with some (important) pending problems to solve
183	gil.tex		Multimodal analyses of audio-visual information: Some methods and issues in prosody research
183	intro.tex		Introduction
183	kel.tex	Cosenza Italian	On the role of prosody in disambiguating wh-exclamatives and wh-interrogatives in Cosenza Italian
183	mor.tex	Brazilian Portuguese	Describing the intonation of speech acts in Brazilian Portuguese: Methodological aspects
183	pes.tex		Intonation of pronominal subjects in Porte \~ n o Spanish: Analysis of spontaneous speech
183	prefaceEd.tex		Foreword
183	van.tex		The Discourse Completion Task in Romance prosody research: Status quo and outlook
184	01.bargman.tex		The syntactic flexibility of semantically non-decomposable idioms
184	01.tex		Change Title in chapters/01.tex
184	02.cvetana.tex		Semantic and syntactic patterns of multiword names: A cross-language study
184	02.tex		Change title in chapters/02.tex
184	03.fotopolou.tex		MWEs and the Emotion Lexicon: Typological and cross-lingual considerations
184	03.tex		Change title in chapters/03.tex
184	04.hanks.tex		Flexibility of multiword expressions and Corpus Pattern Analysis
184	05.kuiper.tex		Multiword expressions and the Law of Exceptions
184	06.laporte.tex		Choosing features for classifying multiword expressions
184	07.markantonatou.tex		Revisiting the grammatical function ``οbject'' (OBJ and OBJ _ )
184	08.mititelu.tex		Derivation in the domain of multiword expressions
184	09.osevona.tex		Modelling multiword expressions in a parallel Bulgarian-English newsmedia corpus
184	10.para.tex		Spanish multiword expressions: 
184	main-introduction.tex		Multiword Expressions: Insights from a multi-lingual perspective
184	prefaceEd.tex		Change Title in chapters/prefaceEd.tex
189	01.tex		Doubly filled COMP in Czech and Slovenian interrogatives
189	02.tex	Russian	Russian datives again:   On the (im)possibility of the small clause analysis
189	03.tex	Russian	Imperfective past passive participles in Russian
189	04.tex	Czech	Event and degree numerals:   Evidence from Czech
189	05.tex	Russian	A thought on the form and the substance of Russian vowel reduction
189	06.tex	Russian	The Russian perfective present in performative utterances
189	07.tex		The nature(s) of syntactic variation: Evidence from the Serbian/Croatian dialect continuum
189	08.tex	Czech	On the lack of φ-feature resolution in DP coordinations: Evidence from Czech
189	09.tex		Surviving sluicing
189	10.tex	Russian	The markedness of coincidence in Russian
189	11.tex	Old Slavic	Head directionality in Old Slavic
189	12.tex		Perception of Bosnian/Croatian/Serbian sibilants: Heritage U.S. vs. homeland speakers. A pilot study
189	13.tex		General-factual perfectives: On an asymmetry in aspect choice between western and eastern Slavic languages
